Category,Type,Name,Address,Latitude,Longitude,Icon,Icon Color,Color,Prefix
Sports,basketball,Federació Catalana de Basquetbol,"C. de Guipúscoa, 27,Barcelona",41.4144622,2.1941339,basketball,black,lightblue,fa
